省辖市代码,省份,年份,年末常住人口 (万人),城镇人口 (万人),乡村人口 (万人)
450000000000,广西壮族自治区,2016,4857.0,2392.0,2465.0
460000000000,海南省,2025,,,
460000000000,海南省,2024,1048.0,661.0,387.0
460000000000,海南省,2023,1043.0,651.0,392.0
460000000000,海南省,2022,1027.0,631.0,396.0
460000000000,海南省,2021,1020.0,622.0,398.0
460000000000,海南省,2020,1012.0,610.0,402.0
460000000000,海南省,2019,995.0,591.0,404.0
460000000000,海南省,2018,982.0,581.0,401.0
460000000000,海南省,2017,972.0,564.0,408.0
460000000000,海南省,2016,957.0,543.0,414.0
500000000000,重庆市,2025,,,
500000000000,重庆市,2024,3190.0,2301.0,889.0
500000000000,重庆市,2023,3191.0,2287.0,904.0
500000000000,重庆市,2022,3213.0,2280.0,933.0
500000000000,重庆市,2021,3212.0,2259.0,953.0
500000000000,重庆市,2020,3209.0,2229.0,980.0
500000000000,重庆市,2019,3188.0,2175.0,1013.0
500000000000,重庆市,2018,3163.0,2107.0,1056.0
500000000000,重庆市,2017,3144.0,2044.0,1100.0
500000000000,重庆市,2016,3110.0,1970.0,1140.0
510000000000,四川省,2025,,,
510000000000,四川省,2024,8364.0,5027.0,3337.0
510000000000,四川省,2023,8368.0,4978.0,3390.0
510000000000,四川省,2022,8374.0,4886.0,3488.0
510000000000,四川省,2021,8372.0,4841.0,3531.0
510000000000,四川省,2020,8371.0,4749.0,3622.0
510000000000,四川省,2019,8351.0,4623.0,3728.0
510000000000,四川省,2018,8321.0,4452.0,3869.0
510000000000,四川省,2017,8289.0,4292.0,3997.0
510000000000,四川省,2016,8251.0,4126.0,4126.0
520000000000,贵州省,2025,,,
520000000000,贵州省,2024,3860.0,2187.0,1673.0
520000000000,贵州省,2023,3865.0,2162.0,1703.0
520000000000,贵州省,2022,3856.0,2114.0,1742.0
520000000000,贵州省,2021,3852.0,2093.0,1759.0
520000000000,贵州省,2020,3858.0,2051.0,1807.0
520000000000,贵州省,2019,3848.0,1981.0,1867.0
520000000000,贵州省,2018,3822.0,1893.0,1929.0
520000000000,贵州省,2017,3803.0,1816.0,1987.0
520000000000,贵州省,2016,3758.0,1712.0,2046.0
530000000000,云南省,2025,,,
530000000000,云南省,2024,4655.0,2519.0,2136.0
530000000000,云南省,2023,4673.0,2473.0,2200.0
530000000000,云南省,2022,4693.0,2427.0,2266.0
530000000000,云南省,2021,4690.0,2394.0,2296.0
530000000000,云南省,2020,4722.0,2363.0,2359.0
530000000000,云南省,2019,4714.0,2294.0,2420.0
530000000000,云南省,2018,4703.0,2231.0,2472.0
530000000000,云南省,2017,4693.0,2172.0,2521.0
530000000000,云南省,2016,4677.0,2088.0,2589.0
540000000000,西藏自治区,2025,,,
540000000000,西藏自治区,2024,370.0,147.0,223.0
540000000000,西藏自治区,2023,365.0,142.0,223.0
540000000000,西藏自治区,2022,364.0,136.0,228.0
540000000000,西藏自治区,2021,366.0,134.0,232.0
540000000000,西藏自治区,2020,366.0,131.0,235.0
540000000000,西藏自治区,2019,361.0,125.0,236.0
540000000000,西藏自治区,2018,354.0,120.0,234.0
540000000000,西藏自治区,2017,349.0,116.0,233.0
540000000000,西藏自治区,2016,340.0,107.0,233.0
610000000000,陕西省,2025,,,
610000000000,陕西省,2024,3953.0,2615.0,1338.0
610000000000,陕西省,2023,3952.0,2575.0,1377.0
610000000000,陕西省,2022,3956.0,2532.0,1424.0
610000000000,陕西省,2021,3954.0,2516.0,1438.0
610000000000,陕西省,2020,3955.0,2478.0,1477.0
610000000000,陕西省,2019,3944.0,2417.0,1527.0
610000000000,陕西省,2018,3931.0,2345.0,1586.0
610000000000,陕西省,2017,3904.0,2267.0,1637.0
610000000000,陕西省,2016,3874.0,2185.0,1689.0
620000000000,甘肃省,2025,,,
620000000000,甘肃省,2024,2458.0,1397.0,1061.0
620000000000,甘肃省,2023,2465.0,1368.0,1097.0
620000000000,甘肃省,2022,2492.0,1351.0,1141.0
620000000000,甘肃省,2021,2490.0,1328.0,1162.0
620000000000,甘肃省,2020,2501.0,1306.0,1195.0
620000000000,甘肃省,2019,2509.0,1272.0,1237.0
620000000000,甘肃省,2018,2515.0,1250.0,1265.0
620000000000,甘肃省,2017,2522.0,1214.0,1308.0
620000000000,甘肃省,2016,2520.0,1161.0,1359.0
630000000000,青海省,2025,,,
630000000000,青海省,2024,593.0,379.0,214.0
630000000000,青海省,2023,594.0,373.0,221.0
630000000000,青海省,2022,595.0,366.0,229.0
630000000000,青海省,2021,594.0,362.0,232.0
630000000000,青海省,2020,593.0,356.0,237.0
630000000000,青海省,2019,590.0,347.0,243.0
630000000000,青海省,2018,587.0,336.0,251.0
630000000000,青海省,2017,586.0,325.0,261.0
630000000000,青海省,2016,582.0,312.0,270.0
640000000000,宁夏回族自治区,2025,,,
640000000000,宁夏回族自治区,2024,729.0,497.0,232.0
640000000000,宁夏回族自治区,2023,729.0,491.0,238.0
640000000000,宁夏回族自治区,2022,728.0,483.0,245.0
640000000000,宁夏回族自治区,2021,725.0,479.0,246.0
640000000000,宁夏回族自治区,2020,721.0,468.0,253.0
640000000000,宁夏回族自治区,2019,717.0,456.0,261.0
640000000000,宁夏回族自治区,2018,710.0,441.0,269.0
640000000000,宁夏回族自治区,2017,705.0,430.0,275.0
640000000000,宁夏回族自治区,2016,695.0,408.0,287.0
650000000000,新疆维吾尔自治区,2025,,,
650000000000,新疆维吾尔自治区,2024,2623.0,1583.0,1040.0
650000000000,新疆维吾尔自治区,2023,2598.0,1539.0,1059.0
650000000000,新疆维吾尔自治区,2022,2587.0,1498.0,1089.0
650000000000,新疆维吾尔自治区,2021,2589.0,1482.0,1107.0
650000000000,新疆维吾尔自治区,2020,2590.0,1464.0,1126.0
650000000000,新疆维吾尔自治区,2019,2559.0,1421.0,1138.0
650000000000,新疆维吾尔自治区,2018,2520.0,1361.0,1159.0
650000000000,新疆维吾尔自治区,2017,2480.0,1287.0,1193.0
650000000000,新疆维吾尔自治区,2016,2428.0,1224.0,1204.0
