省辖市代码,省份,年份,软件业务收入 (万元),软件产品收入 (万元),信息技术服务收入 (万元),信息安全收入 (万元),嵌入式系统软件收入 (万元),软件业务出口 (万美元)
230000000000,黑龙江省,2025,,,,,,
230000000000,黑龙江省,2024,774927.0,231173.4,411956.6,32436.7,99360.4,57.6
230000000000,黑龙江省,2023,691000.0,237900.0,367200.0,6900.0,79100.0,100.0
230000000000,黑龙江省,2022,592884.7,232021.5,278049.3,35813.7,47000.2,2184.7
230000000000,黑龙江省,2021,554032.3,205077.3,313925.8,8848.1,26181.0,214.5
230000000000,黑龙江省,2020,462001.9,161116.7,266342.8,1262.0,33280.4,328.7
230000000000,黑龙江省,2019,558999.2,181840.5,295669.5,4999.0,76490.1,1075.6
230000000000,黑龙江省,2018,482541.1,190838.4,161818.3,73603.9,56280.5,70.0
230000000000,黑龙江省,2017,1895875.7,677191.6,1061277.8,,157406.4,5164.5
230000000000,黑龙江省,2016,1679760.8,608601.0,940402.0,,130757.8,4200.0
310000000000,上海市,2025,,,,,,
310000000000,上海市,2024,122367926.2,22106219.6,99940444.2,248658.1,72604.3,949593.0
310000000000,上海市,2023,107898000.0,20761300.0,86741100.0,364100.0,31400.0,853100.0
310000000000,上海市,2022,89308212.9,16992142.0,71576796.8,730359.1,8914.9,562600.5
310000000000,上海市,2021,80379115.5,17167237.7,62335451.1,793950.4,82476.4,520589.4
310000000000,上海市,2020,65713227.9,13697284.9,51921491.0,68401.3,26050.6,451183.3
310000000000,上海市,2019,59119032.5,16971047.2,41443919.6,685353.8,18711.9,497567.7
310000000000,上海市,2018,48368600.2,12126226.1,36106660.8,133609.5,2103.8,390858.8
310000000000,上海市,2017,43414756.2,13750868.8,28147609.5,,1516277.9,344604.2
310000000000,上海市,2016,38158599.7,11922807.2,24385984.2,,1849808.3,361876.8
320000000000,江苏省,2025,,,,,,
320000000000,江苏省,2024,154446277.7,34231696.7,90459529.9,1718283.8,28036767.3,951193.2
320000000000,江苏省,2023,143862700.0,32574600.0,82662200.0,1651000.0,26974800.0,977500.0
320000000000,江苏省,2022,130159864.8,31546210.9,73774747.3,1494455.8,23344450.8,1112715.9
320000000000,江苏省,2021,113861586.9,29443227.4,66871617.8,1465596.6,16081145.2,1099188.3
320000000000,江苏省,2020,108181087.0,29415998.7,62199633.1,1635847.9,14929607.3,1489684.3
320000000000,江苏省,2019,97793124.3,29920318.8,53605521.1,1352867.8,12914416.6,938530.8
320000000000,江苏省,2018,88331850.6,21732299.9,53442384.8,1178135.2,11979030.8,583171.3
320000000000,江苏省,2017,89364544.8,22433472.7,38733310.2,,28197761.9,621901.1
320000000000,江苏省,2016,81656015.1,18513795.1,37455567.8,,25686652.2,669714.2
330000000000,浙江省,2025,,,,,,
330000000000,浙江省,2024,97776938.0,14375199.8,77659473.1,520750.3,5221514.8,209121.9
330000000000,浙江省,2023,93726300.0,16916100.0,70987000.0,357400.0,5465800.0,319800.0
330000000000,浙江省,2022,91529298.6,17209937.6,69602918.6,300431.3,4416011.1,424803.0
330000000000,浙江省,2021,76362432.9,17469845.5,54635671.9,237421.9,4019493.5,343875.2
330000000000,浙江省,2020,70376517.6,16679349.2,48480009.4,280468.3,4936690.7,451716.6
330000000000,浙江省,2019,61098864.5,18614325.3,37336725.7,214115.8,4933697.8,562269.6
330000000000,浙江省,2018,52006147.9,12039185.0,36900870.6,433666.5,2632425.8,314115.3
330000000000,浙江省,2017,43404221.5,12163301.4,28622850.0,,2618070.1,344547.0
330000000000,浙江省,2016,36000229.8,10866988.0,21893586.2,,3239655.7,351178.6
340000000000,安徽省,2025,,,,,,
340000000000,安徽省,2024,12009836.6,4703815.0,5419546.0,18011.1,1868464.5,117270.2
340000000000,安徽省,2023,10947400.0,5031500.0,3923600.0,87900.0,1904500.0,70900.0
340000000000,安徽省,2022,9423752.3,4488996.6,2643962.6,70175.2,2220618.0,57362.6
340000000000,安徽省,2021,8725342.2,4324015.3,3555253.9,101466.9,744606.1,30955.4
340000000000,安徽省,2020,7844816.4,3201905.9,3606741.3,96899.1,939270.2,17546.9
340000000000,安徽省,2019,6697673.4,2871117.6,2857614.7,31681.7,937259.5,14486.2
340000000000,安徽省,2018,4560507.2,1925038.0,1816223.3,147560.0,671685.9,8441.9
340000000000,安徽省,2017,3411237.9,1294735.2,1682503.3,,433999.4,8197.6
340000000000,安徽省,2016,2600306.0,909752.0,1488655.4,,201898.6,15314.3
350000000000,福建省,2025,,,,,,
350000000000,福建省,2024,32504000.1,10445496.6,19561564.1,183539.7,2313399.7,99663.6
350000000000,福建省,2023,30737200.0,7822800.0,20181300.0,180700.0,2552400.0,81300.0
350000000000,福建省,2022,27763216.7,6017897.0,18392081.9,147969.7,3205268.2,78771.8
350000000000,福建省,2021,24805575.6,5743824.8,16086489.7,116764.3,2858496.8,97684.3
350000000000,福建省,2020,22749004.0,6429450.6,13119241.7,106546.7,3093765.1,89731.1
350000000000,福建省,2019,29718718.4,8616218.7,15886188.1,570217.6,4646094.1,92872.6
350000000000,福建省,2018,28900454.4,9752276.9,15170855.2,476182.8,3501139.6,47174.5
350000000000,福建省,2017,24965223.2,8828088.8,13983811.2,,2153323.3,43890.6
350000000000,福建省,2016,21578984.8,7776169.9,12307126.1,,1495688.7,40938.8
360000000000,江西省,2025,,,,,,
360000000000,江西省,2024,2892599.8,1044996.2,1735128.8,14195.8,98279.0,9937.2
360000000000,江西省,2023,2692800.0,1202600.0,1375800.0,17700.0,96700.0,14400.0
360000000000,江西省,2022,2747739.3,1135584.2,1467532.0,14589.2,130033.8,16155.6
360000000000,江西省,2021,2184199.4,1182655.0,926345.8,24828.9,50369.6,9186.5
360000000000,江西省,2020,2157844.8,1056391.4,1013228.9,15677.5,72547.0,7777.9
360000000000,江西省,2019,1819566.2,1106375.7,676627.7,11010.3,25552.4,8320.8
360000000000,江西省,2018,1529390.9,821975.4,670848.9,27768.4,8798.2,7383.9
360000000000,江西省,2017,1066180.0,365198.8,687610.3,,13370.8,9234.8
360000000000,江西省,2016,870066.7,338926.9,520876.4,,10263.5,9625.0
370000000000,山东省,2025,,,,,,
370000000000,山东省,2024,147525172.5,31485760.7,65147167.7,2721077.8,48171166.3,208017.2
370000000000,山东省,2023,129198500.0,28710500.0,59710400.0,2299100.0,38478500.0,153900.0
370000000000,山东省,2022,106104423.5,24501183.6,47882884.4,2346594.0,31373761.5,74153.6
370000000000,山东省,2021,77675723.3,20753549.1,32655447.0,1964908.8,22301818.4,136841.9
370000000000,山东省,2020,59118828.8,20643046.8,26365518.1,1685847.9,10424416.0,91687.1
370000000000,山东省,2019,54943383.6,20914840.8,23608252.2,1752064.0,8668226.7,140000.5
370000000000,山东省,2018,49493473.0,16897183.8,21152555.3,1485104.7,9958629.1,70952.8
370000000000,山东省,2017,42331438.2,15998762.7,18843274.6,,7489400.9,240015.2
370000000000,山东省,2016,42610827.7,15610361.9,18912594.8,,8087871.1,189790.0
410000000000,河南省,2025,,,,,,
410000000000,河南省,2024,10152372.2,1826230.6,6770880.3,70623.3,1484638.0,11703.2
410000000000,河南省,2023,7670600.0,1771000.0,4983800.0,92500.0,823300.0,17400.0
410000000000,河南省,2022,5964492.5,1480556.1,4088900.8,119487.6,275548.0,10655.5
410000000000,河南省,2021,4524669.9,1119492.7,3013923.5,124807.0,266446.6,6987.1
410000000000,河南省,2020,4045999.0,1001983.5,2759894.0,37382.6,246738.9,6661.1
410000000000,河南省,2019,3521291.8,953270.1,2295289.9,41532.0,231199.8,162.6
410000000000,河南省,2018,3364308.6,897030.6,2338231.6,46229.6,82816.8,486.6
410000000000,河南省,2017,3066830.9,881946.6,2101417.1,,83467.2,301.5
410000000000,河南省,2016,2963542.7,1117252.2,1834942.5,,11348.0,860.3
420000000000,湖北省,2025,,,,,,
420000000000,湖北省,2024,35250881.6,6744319.4,25590999.8,185292.3,2730270.0,33623.4
420000000000,湖北省,2023,30440700.0,6000300.0,23414100.0,189800.0,836500.0,35400.0
420000000000,湖北省,2022,25587017.2,6058632.1,18737743.6,240611.7,550029.7,36017.8
420000000000,湖北省,2021,21326164.0,5771499.8,14785027.9,264410.9,505225.5,31442.3
420000000000,湖北省,2020,19277592.5,6834809.6,11307472.9,648435.5,486874.6,27007.9
420000000000,湖北省,2019,20652300.0,8660974.8,10987161.7,746374.7,257788.8,36865.7
420000000000,湖北省,2018,17914891.5,8005681.7,9063547.1,791595.0,54067.7,25114.9
420000000000,湖北省,2017,15311988.0,7486686.1,7186114.5,,639187.4,22592.1
420000000000,湖北省,2016,13305110.7,6937090.7,5711965.7,,656054.4,19555.0
430000000000,湖南省,2025,,,,,,
430000000000,湖南省,2024,13277186.0,3120345.7,5742807.3,80580.0,4333453.0,80982.2
430000000000,湖南省,2023,11817900.0,3251200.0,6269200.0,63700.0,2233800.0,29800.0
430000000000,湖南省,2022,12289091.4,3098900.9,7119341.0,79103.6,1991745.9,62395.1
430000000000,湖南省,2021,11207962.1,2943171.1,6700466.4,67361.8,1496962.8,54727.3
430000000000,湖南省,2020,9418727.5,2611423.0,5386333.9,94128.0,1326842.7,33999.9
430000000000,湖南省,2019,6106519.5,2254261.2,3096736.9,39748.8,715772.6,10516.4
430000000000,湖南省,2018,4925764.0,1797990.3,1917027.9,22059.3,1188686.5,14470.0
430000000000,湖南省,2017,4548845.4,1390494.7,2771766.4,,386584.3,61844.9
430000000000,湖南省,2016,3960107.4,1140826.6,2283921.6,,535359.3,368.6
440000000000,广东省,2025,,,,,,
440000000000,广东省,2024,227528324.9,38881864.2,159967583.8,1224031.5,27454845.5,2413190.9
440000000000,广东省,2023,204288700.0,38758600.0,139775800.0,1260200.0,24494200.0,2332600.0
440000000000,广东省,2022,176128877.0,35795496.5,116896860.1,1062920.4,22373600.1,2540672.4
440000000000,广东省,2021,157358149.2,32486764.6,102232380.1,848560.5,21790444.1,2598702.8
440000000000,广东省,2020,136304491.7,26677968.1,88359507.3,693731.9,20573284.4,2272392.5
440000000000,广东省,2019,118745554.2,24588464.3,73969918.9,530983.5,19656187.4,2303425.7
440000000000,广东省,2018,106874315.5,22821002.0,62255565.6,374446.9,21423301.0,2673335.1
440000000000,广东省,2017,96812074.5,21620008.0,49198710.1,,25993356.5,2781019.7
440000000000,广东省,2016,82233914.9,19612172.4,38958597.3,,23663145.2,2507067.3
450000000000,广西壮族自治区,2025,,,,,,
450000000000,广西壮族自治区,2024,5120858.2,210233.9,4878694.0,7318.4,24611.9,973.7
450000000000,广西壮族自治区,2023,5670500.0,269700.0,5371200.0,7300.0,22200.0,1100.0
450000000000,广西壮族自治区,2022,8196496.4,596143.9,7565465.7,6293.9,28592.8,340.2
450000000000,广西壮族自治区,2021,6957219.0,725637.2,6197610.9,9776.8,24194.1,1213.3
450000000000,广西壮族自治区,2020,5463848.1,700595.5,4704665.9,15951.8,42634.9,1490.2
450000000000,广西壮族自治区,2019,4073776.3,377389.5,3641797.1,17054.4,37535.3,1878.0
450000000000,广西壮族自治区,2018,1524849.5,121029.2,1341663.1,17865.6,44291.6,2502.2
450000000000,广西壮族自治区,2017,813490.0,228208.1,570873.3,,14408.6,6.2
450000000000,广西壮族自治区,2016,729215.1,100953.5,622851.1,,5410.5,0.6
460000000000,海南省,2025,,,,,,
460000000000,海南省,2024,1187497.5,108451.3,1072333.4,6712.9,,4481.1
460000000000,海南省,2023,1292100.0,120000.0,1167300.0,4800.0,,2000.0
460000000000,海南省,2022,1264331.6,137562.0,1119422.0,7347.7,,5598.4
460000000000,海南省,2021,1042951.5,125846.4,906598.1,10507.0,,899.7
460000000000,海南省,2020,1193306.0,224900.3,955593.2,12812.5,,1935.0
460000000000,海南省,2019,2860219.3,508638.2,2330444.6,19895.7,1240.7,5330.2
460000000000,海南省,2018,2532700.9,531234.6,1997566.8,3441.2,458.3,933.2
460000000000,海南省,2017,1036893.8,257258.2,779318.5,,317.2,1172.6
460000000000,海南省,2016,767042.4,261981.2,505061.2,,,1126.3
500000000000,重庆市,2025,,,,,,
500000000000,重庆市,2024,34992983.4,8878108.0,22895545.7,813905.4,2405424.4,34382.3
500000000000,重庆市,2023,31618300.0,8127600.0,20704400.0,678900.0,2107300.0,37900.0
500000000000,重庆市,2022,27074809.5,6996564.6,17686246.3,548631.9,1843366.7,31832.7
500000000000,重庆市,2021,24814165.9,6288755.2,15089992.5,484928.1,2950490.1,28733.8
500000000000,重庆市,2020,20110615.8,4891722.3,12397503.6,397156.0,2424234.0,23441.1
500000000000,重庆市,2019,17145664.2,4165750.5,10370312.6,357532.7,2252068.4,18708.6
500000000000,重庆市,2018,13929501.4,3222231.8,8783398.6,293895.7,1629975.3,15828.3
500000000000,重庆市,2017,12129036.1,2859347.8,7831006.5,,1438681.8,16680.8
500000000000,重庆市,2016,10249597.2,2386353.7,6596127.3,,1267116.2,14709.2
510000000000,四川省,2025,,,,,,
510000000000,四川省,2024,60919266.1,16043558.3,39444498.6,2074201.0,3357008.2,205899.4
510000000000,四川省,2023,54906300.0,16189500.0,34413400.0,1396700.0,2906700.0,180600.0
510000000000,四川省,2022,48415967.5,13013440.9,31128202.5,1210740.0,3063584.1,149202.3
510000000000,四川省,2021,43411282.8,11250193.4,28261914.0,997069.4,2902106.0,120068.9
510000000000,四川省,2020,42481631.7,12196169.5,26183112.1,988775.2,3113575.0,253450.2
510000000000,四川省,2019,36914222.6,12043585.7,21653009.0,944363.8,2273264.1,160611.4
510000000000,四川省,2018,31726384.7,11402521.7,17728543.9,825448.8,1769870.2,152417.8
510000000000,四川省,2017,27822348.9,10495826.9,16686669.2,,639852.8,147168.7
510000000000,四川省,2016,24230869.8,9586500.4,14487056.2,,157313.2,147392.9
520000000000,贵州省,2025,,,,,,
520000000000,贵州省,2024,10081797.1,939482.7,9046727.2,69657.5,25929.7,1494.5
520000000000,贵州省,2023,8511300.0,659900.0,7693200.0,66000.0,92100.0,700.0
520000000000,贵州省,2022,7173233.3,552287.2,6490627.5,48801.7,81516.9,895.2
520000000000,贵州省,2021,4080426.4,292050.8,3683071.8,44036.1,61267.8,4659.7
520000000000,贵州省,2020,2678304.9,303821.7,2289439.1,48251.1,36793.0,2891.0
520000000000,贵州省,2019,2123360.3,239848.4,1828346.2,41143.2,14022.6,2177.4
520000000000,贵州省,2018,1767338.7,299588.3,1439490.2,8655.7,19604.5,1739.1
520000000000,贵州省,2017,1297262.1,191094.8,1027136.7,,79030.7,3694.0
520000000000,贵州省,2016,1278329.0,502687.0,767758.0,,7884.0,5.0
530000000000,云南省,2025,,,,,,
530000000000,云南省,2024,1378596.3,88528.9,1261267.5,17545.4,11254.4,
530000000000,云南省,2023,1418000.0,163600.0,1238500.0,10900.0,5000.0,
530000000000,云南省,2022,1306259.8,126699.2,1159136.2,12285.3,8139.1,
530000000000,云南省,2021,879149.6,95937.3,765188.1,9223.3,8801.0,
530000000000,云南省,2020,1075530.6,106050.9,946677.4,10755.4,12046.9,
530000000000,云南省,2019,1023819.1,259206.7,745264.6,12484.8,6863.1,2.7
530000000000,云南省,2018,911126.1,216782.3,668009.5,22063.5,4270.9,
530000000000,云南省,2017,776748.8,178009.8,593341.2,,5397.8,200.0
530000000000,云南省,2016,502951.2,123644.7,377760.4,,1546.1,198.0
540000000000,西藏自治区,2025,,,,,,
540000000000,西藏自治区,2024,,,,,,
540000000000,西藏自治区,2023,,,,,,
540000000000,西藏自治区,2022,,,,,,
540000000000,西藏自治区,2021,,,,,,
540000000000,西藏自治区,2020,,,,,,
540000000000,西藏自治区,2019,,,,,,
540000000000,西藏自治区,2018,,,,,,
540000000000,西藏自治区,2017,,,,,,
540000000000,西藏自治区,2016,,,,,,
610000000000,陕西省,2025,,,,,,
610000000000,陕西省,2024,6410642.2,1195755.2,4968669.7,16464.3,229753.0,21821.4
610000000000,陕西省,2023,23008900.0,2939200.0,6096000.0,16000.0,13957700.0,76300.0
610000000000,陕西省,2022,20443632.2,2839618.5,7058441.3,25786.3,10519786.2,72641.6
610000000000,陕西省,2021,31487602.6,4562363.4,22235331.5,34100.7,4655807.0,187659.6
610000000000,陕西省,2020,28322894.5,4768250.3,21489181.2,24198.0,2041265.0,86816.1
610000000000,陕西省,2019,28693155.2,6879782.8,18478610.6,26639.3,3308122.6,71924.8
610000000000,陕西省,2018,19948948.0,4660556.4,14208275.4,45504.6,1034611.6,120449.0
610000000000,陕西省,2017,15935958.5,5063899.7,9938248.5,,933810.4,135852.6
610000000000,陕西省,2016,13001963.6,4204165.9,7702833.4,,1094964.3,91054.4
620000000000,甘肃省,2025,,,,,,
620000000000,甘肃省,2024,252721.3,38906.4,197770.5,7142.7,8901.7,
620000000000,甘肃省,2023,459000.0,116600.0,331400.0,6000.0,5000.0,
620000000000,甘肃省,2022,420514.5,140816.5,263499.5,8782.9,7415.6,
620000000000,甘肃省,2021,462383.1,170803.4,280244.0,7826.4,3509.4,
620000000000,甘肃省,2020,640317.4,220346.3,404942.1,8107.3,6921.8,
620000000000,甘肃省,2019,609110.3,192147.5,403785.8,8765.3,4411.7,
620000000000,甘肃省,2018,522834.9,192556.9,320829.2,7748.0,1700.8,
620000000000,甘肃省,2017,457531.4,126134.1,325799.6,,5597.6,
620000000000,甘肃省,2016,414210.4,105954.0,303775.8,,4480.6,
630000000000,青海省,2025,,,,,,
630000000000,青海省,2024,54696.8,7595.9,46892.6,208.4,,
630000000000,青海省,2023,49100.0,,49100.0,,,
630000000000,青海省,2022,30561.9,1181.5,28472.2,,908.2,
630000000000,青海省,2021,24852.3,,23097.2,818.7,936.4,
630000000000,青海省,2020,47592.8,2015.6,42362.1,3000.0,215.1,
630000000000,青海省,2019,21542.9,324.4,20791.5,65.5,361.6,
630000000000,青海省,2018,14105.7,3455.7,9684.2,,965.9,
630000000000,青海省,2017,8744.0,3720.4,3647.9,,1375.7,
630000000000,青海省,2016,11541.0,3983.1,6690.8,,867.1,82.0
640000000000,宁夏回族自治区,2025,,,,,,
640000000000,宁夏回族自治区,2024,390986.8,89620.1,286450.4,5631.8,9284.5,
640000000000,宁夏回族自治区,2023,422400.0,111700.0,296100.0,5200.0,9400.0,
640000000000,宁夏回族自治区,2022,426925.4,198240.2,222863.2,2130.7,3691.3,
640000000000,宁夏回族自治区,2021,396551.9,149905.2,241608.4,3413.2,1625.2,
640000000000,宁夏回族自治区,2020,275981.4,91538.1,171832.8,5310.9,7299.6,
640000000000,宁夏回族自治区,2019,239325.5,39313.2,172375.3,3884.3,23752.7,258.0
640000000000,宁夏回族自治区,2018,185752.3,63157.9,118836.4,950.4,2807.7,
640000000000,宁夏回族自治区,2017,155507.6,46185.8,105453.6,,3868.1,
640000000000,宁夏回族自治区,2016,132037.0,61854.8,61418.5,,8763.6,
650000000000,新疆维吾尔自治区,2025,,,,,,
650000000000,新疆维吾尔自治区,2024,636539.8,67069.3,537777.8,15308.8,16383.9,
650000000000,新疆维吾尔自治区,2023,278200.0,30200.0,242700.0,3600.0,1600.0,
650000000000,新疆维吾尔自治区,2022,568972.4,62689.1,493067.7,10857.0,2358.6,
650000000000,新疆维吾尔自治区,2021,730761.2,131026.1,561578.9,31028.8,7127.4,
650000000000,新疆维吾尔自治区,2020,623685.1,126341.2,476439.4,18578.0,2326.4,
650000000000,新疆维吾尔自治区,2019,762993.9,174646.6,573765.8,10490.7,4090.9,
650000000000,新疆维吾尔自治区,2018,764310.4,85013.2,643552.6,33887.6,1857.0,
650000000000,新疆维吾尔自治区,2017,545279.8,127611.2,409766.1,,7902.5,278.7
650000000000,新疆维吾尔自治区,2016,733526.8,104994.0,627322.8,,1210.0,
